accidents,traffic_density,average_speed
25,9.3859,11.8718
11,0.539,11.7322
17,0.1218,23.9919
28,6.6134,15.9821
18,2.8935,27.9911
17,2.535,17.2067
25,3.3089,40.7338
16,2.698,47.5396
21,5.1144,20.1959
20,4.4015,2.4734
25,5.1243,11.9789
17,6.7271,5.0929
17,3.8713,17.2382
14,2.5131,32.2557
18,1.662,25.9454
21,3.4947,12.1438
19,7.4181,38.363
33,7.567,6.574
31,6.6691,11.4098
20,2.3403,33.8024
24,5.8809,9.8617
16,5.7069,33.9381
22,4.8427,48.8471
23,5.4998,41.5677
19,4.9179,8.0005
13,5.6546,26.0249
23,7.1551,21.1161
20,1.0963,49.5835
30,7.4963,48.22
14,1.3589,6.3556
13,0.6663,45.4365
25,9.7608,9.6709
29,9.5699,15.9726
12,0.6044,17.6704
21,4.4325,14.3411
25,1.8624,42.6622
13,4.8534,16.4966
30,8.3018,40.8369
26,9.5061,49.7188
18,6.3425,42.0381
22,3.5391,17.3071
22,6.0333,35.5626
25,3.12,26.6962
29,9.0982,39.3259
17,8.704,7.6549
18,5.5823,31.9067
13,3.248,38.6833
23,2.9339,38.0616
23,0.3342,48.1797
31,8.1582,2.9206
15,4.5038,17.289
24,3.2513,23.8277
15,4.7111,15.4882
24,8.1874,15.4895
8,1.2461,8.8064
31,8.5766,40.6476
20,8.9751,45.4035
16,9.4671,4.1164
14,3.9749,7.7449
12,2.1714,11.4226
18,3.7364,25.4494
19,3.3291,39.5586
27,1.7615,3.5728
28,6.0727,31.8406
15,4.7662,7.4668
19,8.657,48.5729
18,0.3211,44.9387
24,6.4387,47.4791
28,7.6295,5.3082
22,7.5949,24.4018
23,8.8607,8.2623
26,7.2903,30.0178
27,9.2781,11.637
18,3.3266,38.5315
25,5.0321,32.2001
15,0.1408,28.5802
22,0.0696,41.2614
15,2.4013,25.0137
21,1.0081,13.4926
21,2.6021,31.0353
23,1.7704,47.8531
21,0.2852,30.058
25,9.093,31.481
17,0.0822,46.7375
18,7.3608,25.7638
22,1.5215,49.8179
21,9.1223,7.9831
18,8.928,26.852
20,6.539,10.645
31,6.7223,22.6663
16,0.0534,8.5287
34,9.8487,11.1264
25,8.7783,10.54
13,8.9511,16.0016
29,6.5924,6.7303
24,3.4479,40.4671
21,8.9365,11.0338
12,2.9152,20.8284
19,5.6271,0.8029
22,0.9973,5.2441
28,9.2196,44.8136
16,1.4077,41.858
26,2.249,42.0461
24,5.5813,20.5677
27,7.6409,7.0765
27,6.1935,5.3947
18,2.3213,30.2801
20,0.0094,41.4097
24,7.5715,45.0057
19,9.8521,14.4366
15,8.0991,16.0513
21,4.6021,5.0438
25,9.0377,38.7205
27,4.0985,13.7845
15,5.2493,24.0465
20,4.7713,46.4449
29,4.4762,37.6108
10,7.7519,2.6369
25,5.2677,0.4077
22,3.1672,39.3704
13,2.5816,27.625
13,0.3775,36.0167
14,5.832,7.8408
14,2.2996,43.6024
18,1.4813,38.6662
20,6.5383,44.5419
25,6.8121,17.0548
15,7.5215,13.7853
17,5.0358,7.5866
17,8.9405,46.5044
26,9.3634,8.8415
21,8.0737,5.9659
27,6.3559,9.6339
16,3.0372,38.5691
29,9.8294,44.4765
28,2.7414,40.5457
22,2.0266,28.1619
25,4.4215,49.6942
11,0.5684,3.4427
33,9.7849,43.3596
15,5.8843,21.3857
24,5.5695,22.7561
27,6.558,6.3797
12,4.9702,1.6716
18,0.3206,15.8314
22,6.1231,8.7427
22,7.1617,24.1669
20,4.1675,7.3665
23,7.573,6.8964
16,2.27,43.8489
11,2.2128,46.0647
14,1.6142,48.2108
26,3.7199,34.0251
23,8.4701,38.5508
28,8.2791,41.7892
27,3.8282,32.9461
26,5.8912,16.5122
21,7.2082,7.8193
10,2.4121,11.8637
18,1.6814,42.0207
18,9.721,34.8049
19,6.1756,22.7898
24,9.8142,1.4703
24,3.3776,13.3102
12,7.0303,36.4449
28,2.226,25.6194
16,2.612,21.7766
15,5.119,15.684
22,3.1962,30.3466
13,1.6762,48.3193
22,2.6288,45.0562
14,0.3575,1.5249
13,7.0442,24.0477
23,4.9212,16.4735
18,0.9424,25.5302
15,1.7169,30.3107
10,1.0253,10.0014
25,6.1259,39.0784
18,0.9421,23.7534
22,7.5428,49.6003
15,0.2051,1.2564
27,2.4938,9.486
24,8.9067,34.4815
12,7.1853,34.759
24,0.7297,29.1094
30,8.2113,48.598
10,4.9304,20.7658
30,8.4678,20.8518
18,6.0074,45.5238
23,6.8183,26.9221
27,9.935,17.6864
20,2.3234,35.9469
26,6.2395,30.9835
21,4.6032,15.3205
13,0.3945,14.8964
17,0.1447,19.7806
21,1.1923,3.581
25,6.4909,47.1308
8,5.6716,9.151
28,5.5343,9.6912
13,0.3186,32.3519
23,4.693,36.2124
25,9.2462,36.8418
24,3.9759,18.7538
16,6.2492,43.6664
23,7.7982,27.2
26,7.8393,21.9294
25,5.1928,40.5193
25,8.5795,12.1781
21,3.9138,43.0093
27,8.8869,26.9415
19,2.4023,45.0029
20,2.8022,10.0806
20,0.5312,46.8032
24,7.9558,34.3938
15,4.1706,30.9164
29,2.2912,21.1034
27,2.3179,47.8157
32,9.014,22.196
16,8.3392,24.9271
18,5.5353,39.0749
21,6.1611,14.2421
12,4.7433,14.5748
21,3.9167,38.7649
24,9.1548,6.429
11,1.2561,41.1482
21,4.1845,31.2588
21,3.4456,26.9542
22,4.9815,11.4555
27,4.5763,39.3184
21,5.1889,40.2477
11,1.3992,24.1471
25,5.1314,19.4584
23,2.4242,12.3081
20,1.8433,37.7117
12,0.6483,31.9726
25,7.6265,10.3316
20,4.2744,39.7234
24,6.2664,44.1103
24,7.2759,2.9624
16,6.7932,38.621
14,4.705,42.6401
29,3.879,49.5754
15,3.7596,11.8801
15,6.4005,18.5502
16,4.9479,48.3096
26,8.4913,4.7008
22,8.747,26.1854
20,1.7056,25.3372
14,1.3623,30.3274
23,6.304,16.5396
29,3.0123,46.2959
19,0.1857,13.5031
23,8.8864,32.4848
27,2.269,24.7964
16,9.2928,13.3337
17,7.1743,9.4427
32,7.6265,47.8281
16,2.0146,28.0646
21,2.3419,30.2095
19,5.2127,39.1448
20,1.721,4.0613
20,3.0543,35.6882
20,3.2146,8.257
15,1.5963,37.0241
18,2.0518,7.0664
22,7.8855,41.6247
21,1.672,34.0508
16,0.2846,19.2945
17,6.2935,17.9417
29,9.7598,7.4474
15,3.3121,45.2027
9,1.1866,5.9265
20,5.7039,23.6039
25,9.0635,11.8259
23,7.8406,49.8164
26,6.2252,29.2922
17,3.1506,7.4792
29,5.4188,33.3782
22,0.9124,49.5805
11,6.7895,30.2522
30,7.251,22.869
19,9.6503,14.6635
19,2.604,4.6062
14,0.1846,11.4123
20,5.4561,27.681
21,7.0679,37.6893
19,7.9041,43.8965
9,1.9374,39.6856
17,2.6175,6.2733
24,5.1259,38.673
16,3.306,29.0802
21,8.6051,23.4554
11,4.7376,28.6382
20,7.9958,0.4038
19,5.8062,3.3865
18,7.7309,26.2925
19,3.3267,8.681
28,8.3142,27.277
30,2.7457,17.7107
21,5.461,45.3706
21,2.1401,47.4842
23,4.7553,48.9892
18,3.1818,44.9469
20,2.667,49.2945
23,9.6699,35.3074
24,1.6007,48.0271
28,7.8733,32.0896
28,9.8416,40.4607
20,0.199,6.5955
23,6.9903,34.13
16,2.5291,46.5552
15,0.4049,27.0024
18,4.0289,9.341
24,9.3522,26.3444
11,0.1177,35.347
22,5.8789,38.4894
23,5.014,26.1851
25,8.7338,10.8684
20,0.84,46.3344
28,6.8153,38.6809
23,6.8011,13.5344
25,6.6908,40.5906
21,9.4233,17.3931
22,8.2309,15.6216
12,0.4197,43.1538
18,4.7108,43.6618
15,3.9795,19.9241
10,3.1015,0.4461
28,4.5134,9.3283
22,3.8419,45.4648
27,4.3233,44.9375
19,9.7926,22.6672
10,0.8863,15.2058
31,9.2223,15.1374
13,4.8024,44.8597
27,6.2374,16.2367
19,8.3018,25.579
22,3.6046,36.5506
24,4.3042,10.4741
20,4.0952,12.692
20,3.7473,17.9031
27,9.2553,32.7112
22,8.2893,40.8745
10,1.09,27.3353
12,1.0812,6.6464
22,4.2787,22.3123
14,0.9866,6.3845
19,6.1909,4.4149
21,1.4369,29.4808
24,5.2237,47.8106
21,0.0722,41.8806
24,3.166,38.7236
22,6.7719,36.3528
26,4.8404,44.8564
26,9.7827,37.6418
24,8.741,31.3439
25,3.5907,18.234
17,0.4549,5.0472
25,8.4563,23.0517
16,9.1123,46.2392
24,8.2063,29.155
14,1.2795,9.2252
22,9.9792,32.4512
26,2.5858,23.2731
28,7.242,46.569
14,9.0803,8.047
18,2.3569,35.6006
15,9.0826,34.0801
20,3.0948,49.1771
32,9.7641,28.2456
22,2.8126,43.5787
22,9.5344,1.2357
19,0.5354,6.1446
18,7.0927,17.2969
17,5.3211,30.9664
28,4.7788,22.454
22,2.2349,10.1348
18,7.056,29.4602
23,1.9081,28.335
19,5.5284,26.2224
18,2.5325,4.5278
18,9.5562,46.3513
25,0.2863,29.6128
20,1.9973,13.1996
22,2.4231,34.3709
14,4.1407,15.8954
30,2.3273,25.2928
18,4.9135,17.0566
18,8.7247,44.0197
27,7.1206,49.699
26,5.7996,8.0591
25,0.89,1.1789
23,6.9399,10.9661
15,1.6641,29.4976
25,7.8637,8.6976
20,2.5006,40.5742
21,4.1705,20.4335
17,3.5047,30.5266
21,8.5881,22.7809
13,1.2654,45.1664
26,5.6564,1.7568
10,1.4206,36.4651
25,7.048,32.6086
26,9.0508,32.4758
16,4.3461,20.6995
19,4.8809,0.7838
24,9.2742,34.462
28,5.2099,41.4736
19,4.876,4.2615
15,5.7833,22.0809
16,6.8923,8.1297
17,1.0688,30.5469
32,8.2111,39.2802
28,4.3551,33.3353
15,0.7235,15.903
27,7.8618,6.9866
18,3.7695,39.7134
21,1.0037,16.1958
23,6.3378,1.107
31,8.8013,28.5711
21,8.8775,12.3339
28,9.5766,42.0603
24,8.6771,7.1628
20,0.0214,21.74
17,3.8024,12.6565
20,8.1854,34.4801
21,3.6625,27.4265
20,6.0155,39.5494
28,6.0632,22.9306
21,3.6503,0.2404
18,9.0447,10.7598
19,5.0323,49.9579
19,4.6478,20.2672
24,9.9751,31.0118
20,4.935,45.2466
18,1.784,1.0262
27,5.1307,32.9804
17,8.1402,14.4188
13,7.7686,13.9624
30,7.8858,11.2426
20,7.0802,41.1365
26,2.5422,18.6474
25,8.6208,3.3558
29,8.9344,4.8426
19,1.9415,7.4307
13,1.3046,44.9464
23,9.756,21.3722
21,8.6832,45.8025
16,8.9324,40.874
18,8.8638,41.8941
20,5.4169,14.3416
22,6.464,13.5657
25,5.4536,28.0034
12,0.5121,20.8962
16,7.455,25.453
15,5.0533,2.6602
14,6.4771,48.5795
19,5.0264,2.9084
21,4.9181,8.9416
21,1.7179,33.91
13,2.7871,7.7751
18,1.5885,5.3435
8,1.9567,7.681
19,9.7298,3.096
15,1.5311,12.5659
20,2.6927,13.556
21,5.9059,24.9311
22,6.1018,21.9361
22,1.5397,23.6857
26,7.9372,30.802
15,7.852,11.5481
14,2.3732,6.7352
19,2.8867,43.9439
27,9.3799,31.6971
24,8.2567,3.0332
18,6.978,48.0526
15,0.8223,34.6534
17,4.1826,7.5852
25,5.593,48.4567
11,1.8741,18.2704
14,4.4823,49.2255
24,6.0103,5.1638
12,3.2738,7.9985
28,7.8094,32.871
19,8.4045,1.1072
17,3.2361,0.9345
17,8.3866,39.5991
16,1.0358,8.389
16,8.3773,45.9395
16,1.5275,21.2948
22,0.8293,43.6826
27,6.4178,20.8882
19,4.7194,26.5115
27,9.0789,15.8257
18,3.6319,32.9038
21,2.8715,15.9101
14,5.0073,11.1585
18,4.5595,4.0524
13,3.4443,2.8835
27,6.9374,15.2987
23,7.5956,36.8237
20,8.5298,10.281
24,9.7286,14.9614
15,2.6666,45.2586
17,7.1609,31.9579
25,3.9426,45.9861
25,6.7708,45.5613
23,4.7598,3.1705
29,9.9377,47.7505
27,7.289,2.5589
30,9.5249,46.2809
32,8.3497,27.3367
31,9.029,26.6595
11,8.1442,35.6632
21,4.5916,43.9606
13,2.5179,30.8502
17,3.7032,21.27
22,0.2024,5.5945
23,5.2399,39.4605
21,5.0506,6.4147
26,5.2525,36.3183
20,9.7403,26.3962
26,9.1145,19.2918
15,1.6171,30.6493
22,3.6888,38.6178
29,4.2396,47.057
22,3.6053,13.2348
20,7.985,47.3565
23,5.2404,48.0474
29,5.721,40.6815
23,8.5301,44.0719
34,8.0593,34.6214
13,1.3221,1.9549
15,7.1391,28.7539
24,4.3544,37.3602
25,2.9465,47.0852
18,0.5002,28.5226
25,4.8725,39.71
29,3.5544,35.2519
17,2.5151,14.0401
26,6.9467,7.7364
21,7.6949,37.5453
11,2.4479,11.6884
8,0.4945,12.2346
22,8.4875,32.1973
24,0.0996,39.4534
26,9.3711,29.1166
20,6.2762,44.2492
22,3.2185,10.5722
22,2.4648,12.6207
10,0.0901,31.8478
23,2.3547,41.4684
22,1.3773,26.9676
25,6.1217,0.5191
19,1.6655,33.8472
18,5.2863,40.6791
15,5.9012,13.8272
15,2.9804,2.7099
23,0.3506,25.8976
16,0.3725,2.1078
12,0.2635,20.8008
26,7.3912,0.8909
17,3.1801,11.2483
18,7.963,19.4411
22,4.3173,5.5853
16,4.53,5.7078
26,5.1288,41.3531
32,7.1303,2.0712
22,2.735,34.4483
12,1.2159,40.7241
19,5.5606,6.5361
13,3.2698,9.7685
18,4.4249,32.0747
26,6.4695,15.7823
22,4.9413,23.8212
23,6.2028,41.8001
11,5.442,6.8992
25,7.398,30.9826
19,7.0594,47.1199
25,5.3419,2.8733
25,6.789,3.0003
17,8.7356,27.7371
21,4.3227,48.0038
18,4.1276,11.0237
28,7.6425,16.5396
25,5.8255,4.9324
10,0.7101,18.1124
21,8.9211,2.2166
12,0.3078,19.4547
15,7.484,27.7744
21,7.5879,48.7502
18,9.5311,40.9194
23,0.5413,41.1033
23,5.9686,11.4072
12,4.2784,4.3617
26,3.3063,30.1537
13,0.9032,26.0569
23,5.6265,25.8252
20,4.7904,5.4504
15,1.0455,24.6942
14,6.1249,7.5178
19,7.3795,21.1057
21,7.6728,3.1081
30,9.0537,42.8446
16,4.0947,0.659
30,9.5307,46.9662
16,8.6543,43.1446
18,2.965,37.6304
15,1.5928,49.1275
20,4.3539,2.691
27,4.019,32.0799
16,5.7572,42.4651
31,5.8339,6.3309
31,7.4999,29.2387
26,5.0989,19.6961
8,1.0482,21.7914
25,8.5829,45.6262
24,3.0976,26.9326
27,9.713,4.6631
21,1.1786,46.8608
23,9.5825,9.2606
15,0.9101,44.6318
20,2.3104,48.546
22,0.4658,43.8919
29,7.0511,33.8567
24,8.503,37.1776
12,4.3407,34.9934
25,9.2852,23.0262
29,5.903,13.721
26,6.3001,14.2501
18,8.4542,36.5584
24,2.968,31.3018
13,3.5427,29.2442
24,9.0595,32.6304
26,9.0096,38.7393
24,9.7648,37.417
33,9.0184,5.2698
20,1.2737,18.1518
21,8.2372,13.1984
18,4.0984,26.9119
23,9.908,3.0708
32,4.7228,38.1232
12,5.5384,5.3264
20,5.2977,13.5701
19,3.2174,39.1371
10,0.7502,2.578
28,8.9565,33.0101
27,8.0268,46.2239
14,1.3953,30.8819
17,7.7677,35.6329
18,6.2585,39.6133
26,4.0914,11.1123
21,2.5402,29.0482
17,8.5973,15.4528
26,7.0019,12.4748
20,5.4774,9.6228
24,6.0957,29.2715
17,0.9107,39.7266
18,4.7392,43.7945
13,1.937,21.4293
25,2.0838,18.645
26,6.613,34.3653
28,9.1126,39.018
15,4.0376,12.666
17,2.0775,14.8645
26,6.4875,26.6697
16,8.7119,22.2193
19,7.4832,35.2894
17,8.6876,25.2242
14,5.3655,5.58
24,7.5188,8.2977
15,1.4006,45.0954
18,3.4827,11.3699
12,3.8955,2.5043
13,5.113,36.5727
21,9.2908,34.2006
23,8.743,30.0038
27,1.3453,25.1128
17,1.7279,48.479
14,3.5764,5.9916
15,2.9074,25.5081
27,6.1477,28.2022
26,9.0278,1.1246
32,9.6229,20.5996
17,6.536,39.1401
22,8.3816,23.5549
30,5.252,43.7639
17,2.0833,32.2399
19,5.2469,38.3043
20,5.5508,40.224
23,7.4246,34.475
18,2.1988,37.469
20,3.6831,34.7655
18,3.6403,27.5232
26,9.5944,28.3266
19,4.4394,9.4942
16,7.5509,41.372
20,7.5081,15.6069
18,2.6554,26.7868
28,5.7187,12.4773
24,8.943,34.7932
27,4.752,48.7584
30,9.4512,40.097
20,2.1446,30.9548
12,0.7416,28.3753
33,8.9145,24.4886
28,8.4768,10.2486
19,9.9259,17.4005
23,6.7939,20.3197
24,9.3669,47.2285
22,8.2695,21.2791
22,8.4443,29.3095
31,5.6914,46.1212
21,3.8236,25.9213
16,9.3456,12.5725
17,4.3212,19.0503
28,5.3882,18.777
15,4.4611,35.7359
28,5.6482,14.806
13,4.7051,36.5144
23,0.4797,44.4621
22,8.8205,16.8037
20,4.4439,6.7671
26,5.8894,31.9277
22,1.3919,18.0427
25,0.0339,26.6993
16,2.4529,31.7083
14,7.0459,20.3871
19,0.9919,46.2347
21,9.0889,19.9807
18,2.1502,15.3687
14,2.0459,44.2838
19,1.8151,6.8151
17,0.1398,6.2104
23,7.7181,46.7849
20,8.7503,10.4484
28,6.1416,7.4219
18,1.882,26.7584
20,2.8528,2.3394
15,4.7593,31.0008
33,9.5435,22.6465
18,2.4735,32.0206
22,7.3165,14.1968
18,4.3945,45.2736
23,2.9785,13.529
19,4.5592,31.8782
17,0.7121,47.2546
23,7.9869,20.0405
17,2.433,8.0713
17,7.2541,3.4191
12,0.6835,48.1509
30,9.551,38.1851
13,1.9301,45.9476
24,8.8274,34.9417
30,8.0947,17.1224
29,9.6786,6.1508
24,4.7789,46.4653
19,7.274,24.481
18,3.7071,19.8254
16,1.8437,28.8896
22,4.4308,5.328
15,1.6575,15.4602
32,9.8204,31.8938
22,0.9625,5.0061
25,5.8921,6.7621
31,6.2646,25.5294
28,5.3808,31.1729
16,6.6219,9.3501
13,1.1618,1.6542
19,5.5502,47.9183
16,2.8721,1.3746
20,9.4018,0.1026
24,7.6207,16.167
19,9.7251,11.1227
17,0.3756,28.6793
27,2.8513,44.7104
16,1.9542,24.0554
12,0.1115,38.6651
20,2.4233,45.4614
16,6.7878,9.47
20,2.3109,24.4155
20,5.09,32.1035
24,8.8782,16.5942
24,6.9376,36.9876
29,3.9463,35.2657
23,3.7247,21.0547
15,4.5574,4.3977
15,1.7704,0.5784
27,6.34,18.4675
22,3.6415,4.1034
17,8.5237,39.0812
23,7.5655,16.7163
19,6.1051,33.3049
15,3.642,17.3189
15,2.0993,39.7969
31,7.7615,44.4206
14,4.8641,41.8757
22,2.2475,24.2237
15,1.9517,4.1976
22,1.654,18.5856
33,7.7716,21.2228
19,2.2899,48.0127
24,5.2664,28.2749
24,4.5155,32.0423
22,5.7961,39.1002
18,8.7715,28.4101
30,8.6775,29.9242
17,4.5108,12.2664
23,0.1537,2.9433
14,4.2644,36.0693
23,6.0619,42.4342
19,5.5776,20.6
32,6.5134,27.4457
23,1.5408,15.3643
23,6.4654,22.511
18,1.8265,10.4445
25,7.5052,37.9943
11,3.3909,24.5956
23,7.099,27.3578
24,0.4787,1.8544
19,4.0786,31.1199
20,7.0503,10.1328
15,2.2687,19.1697
33,7.9529,20.6358
23,6.3078,22.4366
32,5.8756,11.3718
28,3.5355,42.5055
15,4.8245,21.3925
26,5.9735,30.6067
21,4.7246,30.6969
25,6.9831,30.3492
25,4.337,27.9659
11,2.0227,41.1313
21,2.1393,40.6309
19,0.058,20.8572
13,3.0096,31.7923
25,7.4892,5.1415
15,7.9416,4.5386
24,2.0247,23.9958
26,9.5904,45.0102
21,5.024,32.5
17,9.1698,33.4608
17,7.0677,7.8837
29,7.2243,22.6652
18,0.8504,20.0395
21,2.1999,39.1489
14,0.0881,6.8912
25,7.1613,26.9596
11,3.4444,45.5676
22,7.8665,44.623
21,3.3894,42.6169
27,8.1933,18.7493
20,1.307,47.055
22,1.7337,40.265
23,3.4088,42.5571
16,4.0849,46.6177
18,3.487,46.8501
25,7.6365,12.0032
21,0.9695,6.3844
13,3.5122,34.5437
20,8.3724,28.1607
18,0.668,16.3713
21,9.4234,34.2225
22,9.8632,3.0998
21,0.8857,2.3604
19,2.9127,17.7155
17,3.724,9.6923
23,7.7639,35.9278
14,5.9593,47.4011
16,6.4437,33.0814
26,7.5751,32.7392
10,1.1798,0.3298
25,8.3321,25.6138
22,7.0562,40.8551
26,5.7734,32.706
32,8.8974,11.3891
26,7.0031,42.4238
14,2.017,48.2188
17,4.2975,13.9496
23,4.9404,10.3547
13,0.5522,16.9263
26,9.5464,3.1579
22,1.2858,43.6716
27,6.9746,46.465
23,5.0623,31.6652
13,0.2563,38.2167
26,9.2475,33.4325
29,8.5184,18.8677
16,5.2426,31.6021
19,2.2894,41.816
13,1.2162,40.4954
20,3.6339,4.0529
22,2.5543,23.13
16,5.0669,19.8661
19,9.6641,37.6004
26,5.7495,25.0688
29,8.8993,17.4851
19,6.5088,35.3175
15,4.7525,23.6789
25,8.5461,12.8312
18,4.7137,44.5208
28,8.6863,5.6524
18,2.9158,0.9044
13,1.2881,7.1956
23,8.5531,8.1822
18,5.8742,26.9021
19,8.8909,31.2433
29,9.3783,22.4306
15,0.5363,10.2086
16,5.0097,6.6095
16,3.7496,24.6076
20,6.2586,28.2742
21,7.9359,15.1981
17,2.8059,11.022
20,5.568,4.0296
14,7.0873,1.3122
15,1.3443,5.2868
33,8.1407,37.104
19,6.0611,17.2009
22,9.4954,1.3709
19,3.3953,25.4083
17,1.0815,26.8034
17,5.065,21.4344
17,0.8581,5.5341
18,9.6953,37.7484
24,0.3868,34.4541
28,7.535,19.7365
19,5.251,19.0408
11,3.6862,7.7968
19,0.6584,37.6775
23,6.2217,29.9787
15,5.8522,4.2897
21,2.8088,18.9032
29,9.1022,45.178
16,3.0411,22.6187
18,4.4973,16.2464
26,5.4376,32.1892
11,1.0023,10.1486
28,9.3216,26.1902
13,3.7454,33.4761
13,0.8078,42.7439
20,3.8729,34.6252
27,6.002,19.2205
20,5.1365,38.39
24,6.9454,44.92
28,0.5548,23.8882
27,2.8454,0.225
24,8.1923,44.0459
15,0.7989,8.2721
17,8.5549,6.3163
13,0.919,15.3839
29,8.3445,18.9992
22,3.6079,39.9688
21,6.1221,19.4592
15,1.5289,2.4411
14,0.6617,31.7981
17,2.1594,33.5611
16,1.2785,40.711
26,3.1241,19.9433
19,5.1438,4.3036
15,5.8876,27.6531
23,7.8987,6.0499
24,6.5624,0.8538
29,6.0876,38.9292
13,4.1178,20.1705
22,4.7381,26.2503
22,4.1452,33.1425
17,8.4217,20.0514
13,2.3,2.5566
24,0.0572,12.6372
22,6.5132,9.7171
24,2.0246,48.8697
30,8.9012,36.9753
23,8.5905,22.5775
12,0.7673,3.1684
12,1.0639,5.7925
18,4.9517,40.645
23,6.0922,47.2725
19,2.7491,1.5675
23,7.168,45.5199
11,5.9492,19.0282
15,3.2482,10.6816
21,0.2537,5.1116
25,7.5015,38.5874
20,2.1475,23.4455
22,8.3447,41.6212
22,4.2029,11.3079
27,5.7708,33.9284
15,8.7295,5.9061
26,8.6362,4.4875
11,3.7152,6.67
17,2.0889,40.4451
25,7.7515,32.781
17,4.3308,8.2982
15,1.9204,19.2386
26,9.0443,38.1843
20,1.981,14.2837
30,0.2581,46.0632
22,0.2028,45.7301
18,6.2232,27.645
15,6.6168,31.5987
12,3.1104,32.6609
18,3.2001,12.9234
14,3.3949,18.2661
19,6.8016,6.7971
25,0.5813,46.2436
17,9.2912,36.1925
14,2.2252,2.3178
25,9.9967,27.4694
23,1.7152,17.1537
25,7.7155,40.7644
18,2.2341,17.19
11,0.8085,32.2075
21,8.7493,8.287
22,8.5875,27.9378
8,4.0357,14.6943
27,7.024,8.2444
22,5.5707,30.963
25,8.5296,31.9321
17,3.1506,49.1677
12,5.2367,33.4553
27,4.8537,25.7855
13,3.5391,45.631
28,8.9146,41.414
14,1.6588,27.4373
16,1.4951,25.5675
19,5.7691,47.0985
26,6.5749,30.8564
14,1.9462,35.689
15,3.9072,4.334
24,9.4656,35.9153
14,2.4662,13.2341
26,6.6836,5.7769
22,7.4015,42.4833
24,4.4813,34.5596
21,9.3753,20.3782
22,7.3666,21.5708
24,4.5792,9.8559
23,5.6934,0.4775
30,6.9261,17.468
25,5.9219,7.4207
27,8.787,21.0863
18,3.5689,41.6913
23,2.9989,5.7377
19,2.1384,4.5877
16,0.3778,45.1051
25,0.4301,37.257
16,8.7006,2.6535
18,6.7839,3.9785
24,6.6053,34.2462
21,6.1464,18.5172
22,8.4922,36.2087
24,4.8027,20.2227
32,8.7041,48.3893
22,3.5945,34.7208
21,9.2671,2.3308
30,6.9866,16.5251
19,2.5718,28.1803
11,5.6408,7.0937
9,5.3303,0.126
15,1.379,3.9654
30,5.9124,26.2132
15,3.1479,31.6128
16,0.5235,4.6452
33,9.4866,33.2578
31,6.4149,30.8562
17,8.7692,46.9948
21,6.7606,42.0338
12,3.5698,47.1621
14,5.1269,48.3054
22,6.7575,22.0404
28,9.6025,24.3955
22,2.5367,14.0811
28,8.7498,25.4216
31,9.2408,7.5357
17,6.7042,33.5715
24,9.3127,1.2466
17,3.9788,11.7814
27,9.5302,10.4036
17,7.0278,46.8945
10,0.4201,7.2451
27,9.0687,44.5388
17,4.8447,6.2179
24,4.6033,32.5349
20,5.6647,15.9943
26,1.4938,15.8001
23,4.6917,49.9136
26,8.3113,11.3021
15,0.1548,10.128
15,2.7292,29.4667
14,0.0245,37.0376
18,4.1571,49.1252
26,7.2832,35.0707
19,7.9877,28.0936
29,9.4519,20.4566
27,6.085,29.7556
18,2.5463,30.0417
20,9.2415,10.8856
30,7.7532,33.5604
28,5.7443,10.2212
29,6.9564,24.4977
19,9.2432,12.9935
25,7.1239,15.6401
20,3.6837,30.6939
21,7.1303,3.2243
11,0.4028,0.6017
18,3.8642,6.531
28,4.0632,8.4353
17,1.6684,9.8936
24,0.2309,38.6966
20,1.3338,22.3429
23,6.5462,23.4968
27,8.0229,32.2167
30,9.882,36.4554
21,3.4636,0.1754
20,5.9938,42.8363
22,9.3714,49.4217
19,1.6704,6.0904
26,7.1765,32.554
12,7.5498,0.1207
19,0.8898,2.4515
33,8.6125,14.2501
21,8.1311,42.3202
23,0.334,32.625
17,0.9108,22.291
17,0.4913,21.9299
14,3.3474,23.3027
17,5.0929,15.5517
21,5.3235,43.8857
9,2.6767,28.3935
26,9.116,24.1975
21,3.6826,23.2538
17,0.4555,46.7913
17,3.0023,36.1831
23,5.3111,7.2407
15,4.0822,21.8485
17,2.7384,14.4186
17,1.3132,49.3434
19,8.1916,20.7698
20,9.9615,3.3935
9,3.2954,20.5606
16,3.8162,16.0675
28,6.1804,29.9791
19,7.1844,11.3039
23,3.9203,1.7987
28,9.0493,4.794
22,5.6,14.1574
17,4.5039,17.4161
23,6.4667,41.7225
27,9.528,13.5035
26,7.9455,1.5747
15,0.4001,39.0367
16,3.3231,43.4459
25,4.7054,24.6153
19,3.1452,14.2464
20,7.0019,38.607
31,8.2627,0.4449
30,7.3135,46.2014
27,9.8933,43.2766
13,2.7255,27.2417
24,8.7499,13.8791
23,7.6662,1.6422
25,3.6218,49.9912
24,7.3412,38.1037
23,1.0408,16.9355
17,7.8933,0.9636
15,5.3233,31.9646
17,2.9229,49.3452
19,6.5578,35.3536
12,6.4162,4.1857
23,2.0949,20.1139
8,0.304,5.4592
30,4.3362,45.608
20,5.6951,16.5207
28,8.7661,36.6688
30,9.2822,4.2345
20,5.2881,6.4207
20,7.538,33.9744
19,4.393,42.174
19,7.4608,10.0725
25,2.048,20.9169
28,3.7106,30.9709
21,6.3423,39.8138
19,0.1816,31.4098
